"Statistic Label","Quarter","Domestic","Reason for Journey","UNIT","VALUE"
"Number of Trips by Irish Residents","2008Q2","Domestic","Visiting friends/relatives","Thousand","554"
"Number of Trips by Irish Residents","2008Q2","Domestic","Other reasons","Thousand","140"
"Number of Trips by Irish Residents","2008Q2","Outbound","All reasons for journey","Thousand","2060"
"Number of Trips by Irish Residents","2008Q2","Outbound","Holiday","Thousand","1443"
"Number of Trips by Irish Residents","2008Q2","Outbound","Business","Thousand","170"
"Number of Trips by Irish Residents","2008Q2","Outbound","Visiting friends/relatives","Thousand","357"
"Number of Trips by Irish Residents","2008Q2","Outbound","Other reasons","Thousand","90"
"Number of Trips by Irish Residents","2008Q3","Domestic","All reasons for journey","Thousand","2544"
"Number of Trips by Irish Residents","2008Q3","Domestic","Holiday","Thousand","1579"
"Number of Trips by Irish Residents","2008Q3","Domestic","Business","Thousand","124"
"Number of Trips by Irish Residents","2008Q3","Domestic","Visiting friends/relatives","Thousand","658"
"Number of Trips by Irish Residents","2008Q3","Domestic","Other reasons","Thousand","183"
"Number of Trips by Irish Residents","2008Q3","Outbound","All reasons for journey","Thousand","2471"
"Number of Trips by Irish Residents","2008Q3","Outbound","Holiday","Thousand","1874"
"Number of Trips by Irish Residents","2008Q3","Outbound","Business","Thousand","130"
"Number of Trips by Irish Residents","2008Q3","Outbound","Visiting friends/relatives","Thousand","346"
"Number of Trips by Irish Residents","2008Q3","Outbound","Other reasons","Thousand","121"
"Number of Trips by Irish Residents","2008Q4","Domestic","All reasons for journey","Thousand","2077"
"Number of Trips by Irish Residents","2008Q4","Domestic","Holiday","Thousand","908"
"Number of Trips by Irish Residents","2008Q4","Domestic","Business","Thousand","187"
"Number of Trips by Irish Residents","2008Q4","Domestic","Visiting friends/relatives","Thousand","795"
"Number of Trips by Irish Residents","2008Q4","Domestic","Other reasons","Thousand","187"
"Number of Trips by Irish Residents","2008Q4","Outbound","All reasons for journey","Thousand","1710"
"Number of Trips by Irish Residents","2008Q4","Outbound","Holiday","Thousand","1023"
"Number of Trips by Irish Residents","2008Q4","Outbound","Business","Thousand","175"
"Number of Trips by Irish Residents","2008Q4","Outbound","Visiting friends/relatives","Thousand","430"
"Number of Trips by Irish Residents","2008Q4","Outbound","Other reasons","Thousand","82"
"Number of Trips by Irish Residents","2009Q1","Domestic","All reasons for journey","Thousand","1760"
"Number of Trips by Irish Residents","2009Q1","Domestic","Holiday","Thousand","739"
"Number of Trips by Irish Residents","2009Q1","Domestic","Business","Thousand","162"
"Number of Trips by Irish Residents","2009Q1","Domestic","Visiting friends/relatives","Thousand","626"
"Number of Trips by Irish Residents","2009Q1","Domestic","Other reasons","Thousand","233"
"Number of Trips by Irish Residents","2009Q1","Outbound","All reasons for journey","Thousand","1597"
"Number of Trips by Irish Residents","2009Q1","Outbound","Holiday","Thousand","930"
"Number of Trips by Irish Residents","2009Q1","Outbound","Business","Thousand","157"
"Number of Trips by Irish Residents","2009Q1","Outbound","Visiting friends/relatives","Thousand","339"
"Number of Trips by Irish Residents","2009Q1","Outbound","Other reasons","Thousand","170"
"Number of Trips by Irish Residents","2009Q2","Domestic","All reasons for journey","Thousand","2042"
"Number of Trips by Irish Residents","2009Q2","Domestic","Holiday","Thousand","985"
"Number of Trips by Irish Residents","2009Q2","Domestic","Business","Thousand","145"
"Number of Trips by Irish Residents","2009Q2","Domestic","Visiting friends/relatives","Thousand","649"
"Number of Trips by Irish Residents","2009Q2","Domestic","Other reasons","Thousand","263"
"Number of Trips by Irish Residents","2009Q2","Outbound","All reasons for journey","Thousand","1927"
"Number of Trips by Irish Residents","2009Q2","Outbound","Holiday","Thousand","1227"
"Number of Trips by Irish Residents","2009Q2","Outbound","Business","Thousand","161"
"Number of Trips by Irish Residents","2009Q2","Outbound","Visiting friends/relatives","Thousand","356"
"Number of Trips by Irish Residents","2009Q2","Outbound","Other reasons","Thousand","183"
"Number of Trips by Irish Residents","2009Q3","Domestic","All reasons for journey","Thousand","2512"
"Number of Trips by Irish Residents","2009Q3","Domestic","Holiday","Thousand","1494"
"Number of Trips by Irish Residents","2009Q3","Domestic","Business","Thousand","121"
"Number of Trips by Irish Residents","2009Q3","Domestic","Visiting friends/relatives","Thousand","645"
"Number of Trips by Irish Residents","2009Q3","Domestic","Other reasons","Thousand","252"
"Number of Trips by Irish Residents","2009Q3","Outbound","All reasons for journey","Thousand","2232"
"Number of Trips by Irish Residents","2009Q3","Outbound","Holiday","Thousand","1543"
"Number of Trips by Irish Residents","2009Q3","Outbound","Business","Thousand","148"
"Number of Trips by Irish Residents","2009Q3","Outbound","Visiting friends/relatives","Thousand","391"
"Number of Trips by Irish Residents","2009Q3","Outbound","Other reasons","Thousand","151"
"Number of Trips by Irish Residents","2009Q4","Domestic","All reasons for journey","Thousand","2026"
"Number of Trips by Irish Residents","2009Q4","Domestic","Holiday","Thousand","819"
"Number of Trips by Irish Residents","2009Q4","Domestic","Business","Thousand","172"
"Number of Trips by Irish Residents","2009Q4","Domestic","Visiting friends/relatives","Thousand","792"
"Number of Trips by Irish Residents","2009Q4","Domestic","Other reasons","Thousand","242"
"Number of Trips by Irish Residents","2009Q4","Outbound","All reasons for journey","Thousand","1536"
"Number of Trips by Irish Residents","2009Q4","Outbound","Holiday","Thousand","799"
"Number of Trips by Irish Residents","2009Q4","Outbound","Business","Thousand","172"
"Number of Trips by Irish Residents","2009Q4","Outbound","Visiting friends/relatives","Thousand","437"
"Number of Trips by Irish Residents","2009Q4","Outbound","Other reasons","Thousand","128"
"Number of Trips by Irish Residents","2012Q1","Domestic","All reasons for journey","Thousand","1602"
"Number of Trips by Irish Residents","2012Q1","Domestic","Holiday","Thousand","726"
"Number of Trips by Irish Residents","2012Q1","Domestic","Business","Thousand","97"
"Number of Trips by Irish Residents","2012Q1","Domestic","Visiting friends/relatives","Thousand","539"
"Number of Trips by Irish Residents","2012Q1","Domestic","Other reasons","Thousand","241"
"Number of Trips by Irish Residents","2012Q1","Outbound","All reasons for journey","Thousand","1310"
"Number of Trips by Irish Residents","2012Q1","Outbound","Holiday","Thousand","634"
"Number of Trips by Irish Residents","2012Q1","Outbound","Business","Thousand","142"
"Number of Trips by Irish Residents","2012Q1","Outbound","Visiting friends/relatives","Thousand","355"
"Number of Trips by Irish Residents","2012Q1","Outbound","Other reasons","Thousand","180"
"Number of Trips by Irish Residents","2012Q2","Domestic","All reasons for journey","Thousand","1952"
"Number of Trips by Irish Residents","2012Q2","Domestic","Holiday","Thousand","906"
"Number of Trips by Irish Residents","2012Q2","Domestic","Business","Thousand","92"
"Number of Trips by Irish Residents","2012Q2","Domestic","Visiting friends/relatives","Thousand","708"
"Number of Trips by Irish Residents","2012Q2","Domestic","Other reasons","Thousand","245"
"Number of Trips by Irish Residents","2012Q2","Outbound","All reasons for journey","Thousand","1823"
"Number of Trips by Irish Residents","2012Q2","Outbound","Holiday","Thousand","1100"
"Number of Trips by Irish Residents","2012Q2","Outbound","Business","Thousand","154"
"Number of Trips by Irish Residents","2012Q2","Outbound","Visiting friends/relatives","Thousand","353"
"Number of Trips by Irish Residents","2012Q2","Outbound","Other reasons","Thousand","216"
"Number of Trips by Irish Residents","2012Q3","Domestic","All reasons for journey","Thousand","2950"
"Number of Trips by Irish Residents","2012Q3","Domestic","Holiday","Thousand","1707"
"Number of Trips by Irish Residents","2012Q3","Domestic","Business","Thousand","82"
"Number of Trips by Irish Residents","2012Q3","Domestic","Visiting friends/relatives","Thousand","763"
"Number of Trips by Irish Residents","2012Q3","Domestic","Other reasons","Thousand","399"
"Number of Trips by Irish Residents","2012Q3","Outbound","All reasons for journey","Thousand","2062"
"Number of Trips by Irish Residents","2012Q3","Outbound","Holiday","Thousand","1429"
"Number of Trips by Irish Residents","2012Q3","Outbound","Business","Thousand","116"
"Number of Trips by Irish Residents","2012Q3","Outbound","Visiting friends/relatives","Thousand","364"
"Number of Trips by Irish Residents","2012Q3","Outbound","Other reasons","Thousand","153"
"Number of Trips by Irish Residents","2012Q4","Domestic","All reasons for journey","Thousand","1787"
"Number of Trips by Irish Residents","2012Q4","Domestic","Holiday","Thousand","697"
"Number of Trips by Irish Residents","2012Q4","Domestic","Business","Thousand","79"
"Number of Trips by Irish Residents","2012Q4","Domestic","Visiting friends/relatives","Thousand","755"
"Number of Trips by Irish Residents","2012Q4","Domestic","Other reasons","Thousand","256"
"Number of Trips by Irish Residents","2012Q4","Outbound","All reasons for journey","Thousand","1428"
"Number of Trips by Irish Residents","2012Q4","Outbound","Holiday","Thousand","654"
"Number of Trips by Irish Residents","2012Q4","Outbound","Business","Thousand","172"
"Number of Trips by Irish Residents","2012Q4","Outbound","Visiting friends/relatives","Thousand","401"
"Number of Trips by Irish Residents","2012Q4","Outbound","Other reasons","Thousand","201"
"Number of Trips by Irish Residents","2013Q1","Domestic","All reasons for journey","Thousand","1514"
"Number of Trips by Irish Residents","2013Q1","Domestic","Holiday","Thousand","612"
"Number of Trips by Irish Residents","2013Q1","Domestic","Business","Thousand","103"
"Number of Trips by Irish Residents","2013Q1","Domestic","Visiting friends/relatives","Thousand","623"
"Number of Trips by Irish Residents","2013Q1","Domestic","Other reasons","Thousand","176"
"Number of Trips by Irish Residents","2013Q1","Outbound","All reasons for journey","Thousand","1299"
"Number of Trips by Irish Residents","2013Q1","Outbound","Holiday","Thousand","605"
"Number of Trips by Irish Residents","2013Q1","Outbound","Business","Thousand","175"
"Number of Trips by Irish Residents","2013Q1","Outbound","Visiting friends/relatives","Thousand","348"
"Number of Trips by Irish Residents","2013Q1","Outbound","Other reasons","Thousand","171"
"Number of Trips by Irish Residents","2013Q2","Domestic","All reasons for journey","Thousand","2048"
"Number of Trips by Irish Residents","2013Q2","Domestic","Holiday","Thousand","971"
"Number of Trips by Irish Residents","2013Q2","Domestic","Business","Thousand","88"
"Number of Trips by Irish Residents","2013Q2","Domestic","Visiting friends/relatives","Thousand","759"
"Number of Trips by Irish Residents","2013Q2","Domestic","Other reasons","Thousand","229"
"Number of Trips by Irish Residents","2013Q2","Outbound","All reasons for journey","Thousand","1813"
"Number of Trips by Irish Residents","2013Q2","Outbound","Holiday","Thousand","1053"
"Number of Trips by Irish Residents","2013Q2","Outbound","Business","Thousand","152"
"Number of Trips by Irish Residents","2013Q2","Outbound","Visiting friends/relatives","Thousand","433"
"Number of Trips by Irish Residents","2013Q2","Outbound","Other reasons","Thousand","175"
"Number of Trips by Irish Residents","2013Q3","Domestic","All reasons for journey","Thousand","3039"
"Number of Trips by Irish Residents","2013Q3","Domestic","Holiday","Thousand","1805"
"Number of Trips by Irish Residents","2013Q3","Domestic","Business","Thousand","75"
"Number of Trips by Irish Residents","2013Q3","Domestic","Visiting friends/relatives","Thousand","799"
"Number of Trips by Irish Residents","2013Q3","Domestic","Other reasons","Thousand","360"
"Number of Trips by Irish Residents","2013Q3","Outbound","All reasons for journey","Thousand","2098"
"Number of Trips by Irish Residents","2013Q3","Outbound","Holiday","Thousand","1369"
"Number of Trips by Irish Residents","2013Q3","Outbound","Business","Thousand","135"
"Number of Trips by Irish Residents","2013Q3","Outbound","Visiting friends/relatives","Thousand","446"
"Number of Trips by Irish Residents","2013Q3","Outbound","Other reasons","Thousand","148"
"Number of Trips by Irish Residents","2013Q4","Domestic","All reasons for journey","Thousand","1812"
"Number of Trips by Irish Residents","2013Q4","Domestic","Holiday","Thousand","684"
"Number of Trips by Irish Residents","2013Q4","Domestic","Business","Thousand","98"
"Number of Trips by Irish Residents","2013Q4","Domestic","Visiting friends/relatives","Thousand","807"
"Number of Trips by Irish Residents","2013Q4","Domestic","Other reasons","Thousand","223"
"Number of Trips by Irish Residents","2013Q4","Outbound","All reasons for journey","Thousand","1365"
"Number of Trips by Irish Residents","2013Q4","Outbound","Holiday","Thousand","632"
"Number of Trips by Irish Residents","2013Q4","Outbound","Business","Thousand","189"
"Number of Trips by Irish Residents","2013Q4","Outbound","Visiting friends/relatives","Thousand","398"
"Number of Trips by Irish Residents","2013Q4","Outbound","Other reasons","Thousand","146"
"Number of Trips by Irish Residents","2014Q1","Domestic","All reasons for journey","Thousand","1719"
"Number of Trips by Irish Residents","2014Q1","Domestic","Holiday","Thousand","665"
"Number of Trips by Irish Residents","2014Q1","Domestic","Business","Thousand","144"
"Number of Trips by Irish Residents","2014Q1","Domestic","Visiting friends/relatives","Thousand","662"
"Number of Trips by Irish Residents","2014Q1","Domestic","Other reasons","Thousand","248"
"Number of Trips by Irish Residents","2014Q1","Outbound","All reasons for journey","Thousand","1163"
